what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1359686663051
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1359686663051
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1359686663052
started,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1359686663052
started,bundle,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms",1359686663052
started,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1359686663052
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1359686663053
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1359686663053
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1359686663054
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1359686663054
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1359686663054
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1359686663055
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1359686663056
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1359686663056
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1359686663057
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1359686663059
os,sysinfo,,,"macosx",1359686663062
arch,sysinfo,,,"x86_64",1359686663062
ws,sysinfo,,,"cocoa",1359686663062
locale,sysinfo,,,"en_US",1359686663062
processors,sysinfo,,,"2",1359686663062
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1359686663062
java.runtime.version,sysinfo,,,"1.6.0_37-b06-434-11M3909",1359686663062
java.specification.name,sysinfo,,,"Java Platform API Specification",1359686663062
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1359686663062
java.specification.version,sysinfo,,,"1.6",1359686663062
java.vendor,sysinfo,,,"Apple Inc.",1359686663062
java.version,sysinfo,,,"1.6.0_37",1359686663062
java.vm.info,sysinfo,,,"mixed mode",1359686663062
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1359686663062
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1359686663062
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1359686663062
java.vm.specification.version,sysinfo,,,"1.0",1359686663062
java.vm.vendor,sysinfo,,,"Apple Inc.",1359686663062
java.vm.version,sysinfo,,,"20.12-b01-434",1359686663062
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1359686663533
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1359686663534
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1359686663540
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1359686663581
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359686675014
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359686725869
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1359686725898
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359686738150
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359686741504
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1359686742203
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359686758243
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359686763847
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1359686764076
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1359686764603
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1359686764607
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1359686764723
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1359686764726
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1359686764726
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1359686764727
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,16.0.1.v201112150204-238534,"overlay.com.android.ide.eclipse.adt.overlay",1359686764727
stopped,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1359686764757
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1359686764758
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1359686764760
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1359686764872
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1359686764885
